id,rating,tournaments,champions,championNext
22243,1346,0,0,1
22244,2638,0,1,1
22245,2531,0,0,1
22246,2139,2,0,1
22247,2637,0,0,1
22248,2763,0,0,1
22249,2267,1,0,1
22250,2382,0,0,1
22251,2878,0,0,1
22252,918,0,0,0
22253,1925,0,1,1
22254,532,1,0,1
22255,2400,0,1,1
22256,2453,0,0,0
22257,2752,0,1,1
22258,2514,1,0,1
22259,1958,0,2,1
22260,764,2,2,1
22261,2967,0,0,1
22262,2301,0,0,1
22263,1255,1,0,0
22264,2795,0,0,1
22265,1056,0,1,0
22266,2059,1,0,0
22267,1440,0,1,1
22268,1820,0,0,1
22269,2416,0,0,0
22270,1745,0,0,0
22271,2090,0,1,1
22272,2233,1,1,1
22273,1346,0,0,1
22274,1316,1,0,1
22275,644,0,0,1
22276,1601,0,0,0
22277,2585,0,0,1
22278,1809,1,1,1
22279,2857,0,1,1
22280,568,0,1,1
22281,1124,0,1,1
22282,2467,0,1,1
22283,2663,0,1,1
22284,1034,0,0,0
22285,1885,0,0,1
22286,2709,0,0,1
22287,2020,0,0,1
22288,1849,1,0,0
22289,2276,0,1,1
22290,478,0,0,0
22291,1668,2,2,0
22292,2400,0,0,1
22293,1041,0,1,1
22294,2373,0,0,1
22295,2527,0,0,1
22296,754,0,1,0
22297,2234,0,0,1
22298,1822,0,1,1
22299,2176,0,0,1
22300,2593,0,0,1
22301,2179,1,0,1
22302,1048,0,1,1
22303,2429,0,3,1
22304,2819,1,0,1
22305,2690,1,0,1
22306,825,0,0,0
22307,1917,0,0,0
22308,547,0,0,0
22309,2364,0,0,1
22310,2734,0,0,1
22311,1574,0,0,1
22312,2414,0,0,1
22313,1774,1,0,0
22314,985,0,1,0
22315,2326,1,0,0
22316,1748,0,1,0
22317,2354,0,1,1
22318,1934,0,2,1
22319,1707,0,1,1
22320,989,0,0,0
22321,1525,0,1,0
22322,514,0,0,0
22323,2219,1,1,1
22324,937,0,0,0
22325,2153,2,2,1
22326,1097,0,1,1
22327,734,1,0,1
22328,1209,0,0,1
22329,551,0,0,1
22330,834,0,0,1
22331,1124,0,0,0
22332,464,0,0,0
22333,1642,0,0,0
22334,549,0,0,0
22335,1659,3,3,1
22336,1664,0,0,1
22337,482,2,0,0
22338,2745,1,1,1
22339,2581,0,0,1
22340,884,0,0,0
22341,1735,0,1,1
22342,411,1,1,0
22343,2061,0,0,0
22344,2011,1,0,1
22345,1640,0,1,1
22346,2336,0,0,1
22347,2432,0,0,1
22348,2501,0,1,1
22349,672,1,1,0
22350,2400,0,0,1
22351,2007,0,0,1
22352,625,0,1,0
22353,1008,2,2,1
22354,1469,0,0,1
22355,1732,1,1,1
22356,2776,0,0,1
22357,1345,0,1,0
22358,2952,0,0,1
22359,1508,1,0,0
22360,1812,0,2,1
22361,1278,0,1,1
22362,1239,0,0,0
22363,1243,0,0,1
22364,1012,0,1,0
22365,2401,0,0,1
22366,2633,0,0,1
22367,731,2,0,1
22368,1362,0,0,1
22369,1645,0,0,1
22370,1536,0,0,0
22371,1333,0,0,1
22372,424,1,0,0
22373,2876,1,0,1
22374,1755,1,0,1
22375,622,1,0,1
22376,717,0,0,0
22377,1444,0,1,0
22378,760,0,1,0
22379,2151,0,0,1
22380,1760,2,2,1
22381,2714,0,0,1
22382,2323,0,0,1
22383,1359,0,0,1
22384,674,0,1,0
22385,2268,0,0,1
22386,949,0,0,0
22387,2540,0,0,1
22388,797,0,0,0
22389,1931,1,0,0
22390,2478,0,0,1
22391,2245,0,0,0
22392,911,0,0,0
22393,1044,0,0,1
22394,2363,1,1,1
22395,655,0,1,0
22396,938,0,2,0
22397,1470,1,0,0
22398,1455,0,0,0
22399,1517,0,0,0
22400,2683,1,0,1
22401,2035,0,0,0
22402,2636,1,0,1
22403,1571,0,0,1
22404,2791,0,0,1
22405,1964,0,0,1
22406,1841,0,0,0
22407,1553,1,1,0
22408,2776,0,0,1
22409,1339,1,1,0
22410,1102,0,0,0
22411,2048,0,0,0
22412,2057,0,0,0
22413,2126,0,1,1
22414,846,0,0,0
22415,808,0,1,1
22416,780,1,1,0
22417,1486,0,0,0
22418,861,0,1,0
22419,1601,0,0,0
22420,1058,0,0,0
22421,2517,2,0,1
22422,1979,0,0,1
22423,1356,0,1,1
22424,2892,0,0,1
22425,2428,0,0,1
22426,2285,0,0,1
22427,2842,0,1,1
22428,722,0,0,0
22429,2747,0,0,0
22430,2470,0,0,1
22431,2094,0,0,1
22432,1459,0,0,1
22433,1524,0,0,0
22434,2534,1,1,1
22435,1550,0,0,1
22436,1386,0,0,0
22437,1048,1,0,0
22438,1380,0,0,0
22439,773,0,1,1
22440,1247,0,0,0
22441,739,0,0,0
22442,2156,0,0,1
22443,2301,1,0,1
22444,2933,0,1,1
22445,1513,3,0,0
22446,2736,0,0,1
22447,2463,0,0,1
22448,1703,0,0,0
22449,1116,0,0,0
22450,532,0,1,0
22451,701,0,0,1
22452,1754,0,0,1
22453,1682,1,0,1
22454,2580,0,0,1
22455,905,1,0,0
22456,959,0,0,1
22457,1139,1,0,0
22458,1652,0,1,1
22459,1649,0,0,1
22460,1095,0,0,1
22461,949,0,1,0
22462,814,0,0,0
22463,1097,0,0,0
22464,1617,1,0,0
22465,2157,0,1,1
22466,1638,0,0,1
22467,1544,0,0,1
22468,2675,0,1,1
22469,1872,0,0,1
22470,514,1,0,0
22471,2530,1,0,1
22472,2013,0,0,1
22473,1080,0,1,1
22474,1782,1,1,1
22475,2298,0,0,0
22476,1859,1,0,1
22477,2155,0,1,1
22478,2314,0,1,1
22479,1988,0,0,1
22480,1535,0,0,0
22481,1451,0,0,0
22482,2939,2,0,1
22483,722,0,0,0
22484,2483,0,0,1
22485,663,0,0,0
22486,2764,0,0,1
22487,2633,0,0,1
22488,1475,0,0,0
22489,2357,0,0,1
22490,733,0,0,0
22491,1279,0,0,0
22492,1517,0,0,0
22493,2999,0,1,1
22494,637,0,1,0
22495,1907,0,0,1
22496,843,1,0,1
22497,500,1,1,0
22498,1964,0,0,1
22499,2075,0,0,1
22500,2337,0,1,1
22501,724,0,0,1
22502,2028,0,0,1
22503,1657,0,0,0
22504,1015,1,0,0
22505,474,0,1,1
22506,2013,0,0,1
22507,1811,0,0,1
22508,989,1,0,0
22509,486,0,0,0
22510,2765,0,1,1
22511,904,0,1,0
22512,2348,1,1,1
22513,1990,0,0,1
22514,2158,0,1,1
22515,2822,0,0,1
22516,2343,0,0,0
22517,1728,1,1,1
22518,1823,0,0,0
22519,1563,1,0,1
22520,2026,0,0,1
22521,1407,0,0,0
22522,597,0,0,0
22523,2100,0,0,0
22524,990,0,0,0
22525,619,0,0,0
22526,2680,1,1,1
22527,1595,1,0,0
22528,2658,0,0,0
22529,1325,0,0,0
22530,2919,0,0,1
22531,1816,0,0,1
22532,2316,0,1,1
22533,2454,0,1,1
22534,1402,2,0,1
22535,1937,0,1,1
22536,1693,1,0,0
22537,456,0,0,0
22538,1943,1,0,1
22539,2407,0,0,1
22540,2810,0,2,1
22541,753,0,0,0
22542,921,0,0,1
22543,1403,0,1,1
22544,2475,0,0,1
22545,1375,0,0,0
22546,2793,0,0,1
22547,1535,0,0,0
22548,2634,2,0,1
22549,2712,0,1,1
22550,1772,1,0,1
22551,1391,0,0,1
22552,2854,0,2,1
22553,1001,0,0,0
22554,820,0,0,1
22555,2088,0,1,1
22556,2084,0,1,1
22557,2407,0,0,1
22558,1037,1,1,0
22559,1799,0,0,1
22560,1981,0,0,0
22561,1282,0,0,1
22562,1605,0,0,0
22563,1304,0,1,0
22564,1277,0,0,0
22565,1448,0,0,0
22566,1188,0,0,0
22567,1469,0,0,1
22568,1955,0,0,1
22569,2041,0,0,1
22570,1704,0,0,0
22571,1550,2,2,1
22572,1607,0,0,0
22573,1072,0,1,0
22574,2313,1,0,1
22575,1380,0,0,0
22576,808,0,0,0
22577,2790,0,1,1
22578,1475,0,0,1
22579,1135,1,0,0
22580,1777,0,0,1
22581,1817,1,0,1
22582,1928,0,0,0
22583,1422,1,0,0
22584,1958,0,0,0
22585,1188,0,0,1
22586,2253,0,0,1
22587,1494,0,1,1
22588,1044,0,0,1
22589,2443,0,0,1
22590,2935,0,1,1
22591,2249,0,0,0
22592,2929,0,0,1
22593,869,0,1,1
22594,1951,0,0,1
22595,2706,1,0,0
22596,1250,0,0,0
22597,884,0,0,0
22598,891,1,1,1
22599,854,0,0,0
22600,2757,0,0,1
22601,2030,0,1,0
22602,1833,0,0,1
22603,2167,0,0,0
22604,2309,0,0,1
22605,2289,0,0,1
22606,2029,0,0,1
22607,1300,0,1,0
22608,2013,0,0,1
22609,1885,1,1,1
22610,429,0,0,0
22611,1660,0,0,0
22612,532,0,1,0
22613,2265,0,0,1
22614,539,0,1,0
22615,2582,0,2,1
22616,1584,0,1,1
22617,580,0,1,0
22618,1734,0,0,1
22619,2545,0,3,1
22620,1014,0,0,1
22621,2054,0,0,1
22622,696,0,1,0
22623,2389,1,0,1
22624,2432,2,2,1
22625,1850,1,1,1
22626,714,0,0,0
22627,1005,0,0,0
22628,1994,1,0,1
22629,1282,0,1,1
22630,2310,0,0,0
22631,1159,0,0,0
22632,2635,0,0,1
22633,2729,0,0,1
22634,2937,0,0,1
22635,1329,1,0,1
22636,1238,0,0,1
22637,1375,0,0,1
22638,2862,0,0,1
22639,2908,0,0,1
22640,1756,1,0,1
22641,2192,0,0,1
22642,2554,0,0,1
22643,1785,0,0,0
22644,1555,0,0,1
22645,2315,0,0,1
22646,2886,0,0,1
22647,713,0,1,1
22648,1488,0,1,1
22649,1171,1,0,1
22650,935,1,1,0
22651,647,0,0,0
22652,1975,1,0,1
22653,2775,0,0,1
22654,1670,0,0,1
22655,2016,0,1,0
22656,1871,0,0,1
22657,524,1,0,0
22658,2832,0,1,1
22659,1250,1,1,1
22660,463,1,0,1
22661,525,0,0,0
22662,695,0,0,0
22663,1440,1,0,1
22664,630,1,0,0
22665,2269,1,0,1
22666,2076,0,0,1
22667,2870,0,0,1
22668,2399,0,1,1
22669,1881,0,0,0
22670,1171,1,1,1
22671,2588,1,0,0
22672,1599,1,0,1
22673,1561,0,1,0
22674,919,0,0,0
22675,2446,0,0,1
22676,2470,0,1,1
22677,2000,0,1,1
22678,803,0,0,0
22679,2602,1,0,1
22680,607,0,1,0
22681,2833,0,0,1
22682,958,0,0,0
22683,1098,0,0,1
22684,2133,0,1,1
22685,484,0,1,1
22686,1082,0,0,1
22687,787,0,0,0
22688,969,0,0,0
22689,1572,0,0,1
22690,775,0,0,0
22691,2604,0,0,1
22692,1586,0,2,0
22693,968,0,0,0
22694,2405,0,0,0
22695,1520,0,1,1
22696,2873,0,0,1
22697,481,0,0,0
22698,2220,1,0,1
22699,2294,0,0,1
22700,967,0,0,0
22701,1095,0,0,0
22702,598,0,0,0
22703,414,0,0,0
22704,1721,0,0,1
22705,1322,0,0,1
22706,2738,0,1,1
22707,2887,0,0,1
22708,452,0,0,0
22709,2128,0,0,1
22710,1727,0,0,1
22711,2815,2,2,1
22712,1625,1,0,1
22713,1510,0,0,0
22714,2127,0,0,0
22715,584,3,0,0
22716,2057,0,0,1
22717,988,0,1,1
22718,2854,0,0,1
22719,2496,0,0,0
22720,1318,1,1,0
22721,400,1,1,1
22722,1128,1,0,1
22723,2477,0,2,1
22724,435,0,0,0
22725,2287,0,2,0
22726,2778,1,0,1
22727,1627,0,0,0
22728,2730,1,0,1
22729,1655,0,0,1
22730,2178,0,1,1
22731,1708,0,2,1
22732,1651,1,1,0
22733,2839,0,0,1
22734,1981,1,0,0
22735,627,0,0,0
22736,2670,0,0,1
22737,2780,0,1,1
22738,1857,0,0,0
22739,1122,0,0,0
22740,1631,0,0,1
22741,816,0,0,0
22742,1461,1,0,1
22743,1496,1,1,0
22744,2135,0,0,1
22745,2162,0,0,1
22746,2830,0,0,1
22747,486,0,0,0
22748,1513,2,2,1
22749,1482,1,0,1
22750,2399,0,0,0
22751,764,0,1,1
22752,514,0,0,0
22753,1147,0,0,1
22754,1023,0,0,0
22755,1244,0,0,1
22756,2449,0,0,1
22757,1526,0,0,1
22758,2669,0,1,1
22759,2122,1,0,1
22760,2737,0,0,1
22761,1014,0,0,0
22762,1214,0,0,1
22763,1440,0,0,1
22764,2260,0,0,1
22765,1277,0,0,0
22766,2219,1,0,1
22767,2103,0,0,1
22768,1302,0,0,1
22769,1758,0,0,1
22770,2433,1,0,1
22771,2774,0,0,1
22772,2030,0,0,1
22773,2740,0,1,1
22774,1226,0,0,0
22775,1340,0,1,1
22776,2501,0,1,1
22777,1626,0,0,0
22778,1198,1,0,0
22779,2975,0,0,1
22780,1381,0,0,1
22781,2416,0,2,1
22782,1784,1,0,1
22783,2371,0,0,1
22784,1976,0,0,1
22785,434,0,0,1
22786,2691,0,0,1
22787,2963,0,0,1
22788,921,0,2,0
22789,1238,0,0,0
22790,873,0,0,0
22791,949,0,0,0
22792,2349,0,0,1
22793,1234,0,0,0
22794,1529,0,0,1
22795,642,0,0,1
22796,420,0,0,0
22797,2417,1,1,0
22798,2299,0,1,1
22799,2989,0,1,1
22800,1370,0,0,0
22801,1596,0,1,1
22802,1104,0,2,1
22803,1262,0,1,1
22804,2954,0,0,1
22805,2634,1,0,1
22806,755,0,1,0
22807,1587,0,0,1
22808,483,0,0,0
22809,988,0,0,0
22810,748,0,0,0
22811,2797,1,0,1
22812,2883,0,0,1
22813,460,0,0,0
22814,1078,0,0,0
22815,1082,2,0,0
22816,493,0,0,1
22817,2544,1,0,1
22818,2527,0,1,1
22819,2588,0,0,0
22820,1908,0,0,1
22821,646,0,0,0
22822,481,0,2,0
22823,2062,1,0,0
22824,1640,0,0,1
22825,1439,0,0,1
22826,2902,0,0,1
22827,643,0,0,0
22828,2929,0,0,1
22829,1355,0,0,0
22830,2724,0,0,1
22831,1254,1,0,1
22832,1633,0,0,0
22833,1772,0,0,1
22834,1751,0,0,1
22835,2937,0,0,1
22836,694,0,1,1
22837,1713,0,0,1
22838,2615,0,0,1
22839,2079,0,0,0
22840,1967,0,0,0
22841,2502,0,1,1
22842,1404,0,0,1
22843,2112,0,0,1
22844,1578,0,0,0
22845,905,1,0,0
22846,936,0,0,0
22847,2682,0,0,1
22848,678,2,0,0
22849,562,0,0,1
22850,2516,0,0,1
22851,774,0,0,0
22852,1062,0,0,1
22853,2920,0,0,1
22854,1145,0,0,1
22855,1910,0,0,0
22856,1832,0,1,0
22857,2244,0,0,1
22858,475,0,0,0
22859,1473,0,0,0
22860,1285,1,1,0
22861,2772,1,0,1
22862,2918,0,0,1
22863,2708,1,0,1
22864,1580,0,0,1
22865,759,0,0,1
22866,2410,1,0,1
22867,2509,1,0,1
22868,2045,0,0,0
22869,1313,2,0,1
22870,1145,0,0,0
22871,1811,1,0,0
22872,2818,0,1,1
22873,2970,0,0,1
22874,715,0,0,0
22875,2998,2,0,1
22876,848,0,3,0
22877,1814,0,0,0
22878,2904,0,0,1
22879,1278,2,0,0
22880,807,0,0,0
22881,2535,0,1,1
22882,2136,0,0,1
22883,1927,1,0,0
22884,1016,0,0,0
22885,1890,1,0,1
22886,624,1,1,0
22887,2573,0,0,1
22888,2031,0,0,0
22889,491,1,0,0
22890,2276,0,0,1
22891,943,1,0,0
22892,1874,0,0,0
22893,2410,0,3,1
22894,947,0,1,1
22895,2936,0,0,1
22896,563,0,0,0
22897,1336,0,0,0
22898,820,0,1,0
22899,1928,1,0,1
22900,994,0,0,0
22901,1980,2,0,1
22902,2234,1,0,1
22903,1925,0,1,1
22904,2827,2,0,1
22905,424,0,0,0
22906,1719,0,0,0
22907,2494,0,0,1
22908,2359,0,0,1
22909,879,0,0,0
22910,2704,0,1,1
22911,784,0,0,1
22912,1952,1,0,0
22913,2108,0,1,0
22914,1394,0,0,0
22915,1044,0,0,1
22916,975,0,1,0
22917,1894,1,0,0
22918,463,0,0,0
22919,1860,0,0,1
22920,1006,1,0,0
22921,729,1,0,1
22922,709,0,1,0
22923,2259,0,2,1
22924,1379,0,0,1
22925,532,0,0,1
22926,914,0,0,0
22927,2994,0,0,1
22928,1129,0,2,1
22929,444,0,0,1
22930,586,0,0,0
22931,1215,1,1,0
22932,1430,1,0,1
22933,573,0,0,0
22934,2178,0,0,1
22935,1859,0,0,1
22936,1579,0,0,1
22937,579,1,1,0
22938,543,0,2,0
22939,2159,0,0,1
22940,2489,0,0,1
22941,2407,1,0,1
22942,2565,0,0,1
22943,624,1,0,0
22944,583,0,0,0
22945,2229,2,2,1
22946,1726,0,0,1
22947,1603,0,0,0
22948,622,0,0,1
22949,1659,2,0,1
22950,2654,0,0,1
22951,2406,0,1,1
22952,1308,0,0,0
22953,2777,0,0,1
22954,1226,0,0,1
22955,644,1,0,1
22956,1868,0,0,0
22957,1701,0,0,0
22958,1190,1,0,1
22959,811,0,0,0
22960,1111,0,0,0
22961,2766,1,0,1
22962,2321,0,0,0
22963,2062,0,0,0
22964,1555,0,0,0
22965,475,0,0,0
22966,423,0,0,0
22967,496,0,0,0
22968,1315,0,0,1
22969,1454,0,2,1
22970,2464,0,1,1
22971,1200,2,0,1
22972,669,0,0,0
22973,1975,0,0,0
22974,778,0,0,0
22975,1101,0,0,0
22976,2690,0,0,1
22977,1547,0,0,1
22978,858,2,2,0
22979,826,0,1,1
22980,2891,2,0,1
22981,1913,1,0,1
22982,630,0,0,0
22983,1532,0,0,0
22984,763,0,1,0
22985,822,2,0,0
22986,586,0,0,0
22987,2103,0,0,1
22988,1300,0,0,1
22989,533,0,0,0
22990,2306,0,1,0
22991,1619,0,1,1
22992,2512,0,0,1
22993,1880,0,0,0
22994,1413,0,0,1
22995,520,0,0,0
22996,1319,0,0,0
22997,1878,0,0,0
22998,2781,0,0,1
22999,2672,0,2,1
23000,537,0,1,0
23001,2672,1,0,1
23002,1171,0,0,0
23003,2539,0,2,1
23004,2842,0,0,1
23005,2022,0,0,1
23006,1982,0,0,1
23007,1326,0,0,1
23008,1804,1,1,0
23009,854,0,0,0
23010,2572,0,0,1
23011,2795,0,0,1
23012,1682,1,0,1
23013,2617,0,0,1
23014,2697,0,2,1
23015,1617,0,1,0
23016,2591,0,0,1
23017,2745,0,0,1
23018,1937,1,0,1
23019,1994,0,0,1
23020,1365,0,0,0
23021,811,0,0,0
23022,769,2,0,0
23023,984,0,1,1
23024,1130,0,1,1
23025,2746,0,0,1
23026,828,0,1,1
23027,2780,2,0,1
23028,731,1,0,1
23029,994,0,0,1
23030,2624,0,0,1
23031,2939,0,0,1
23032,1834,0,0,0
23033,1909,0,1,1
23034,2576,0,0,0
23035,1134,0,0,0
23036,2550,0,1,1
23037,1657,0,1,1
23038,2545,0,0,1
23039,1772,0,0,1
23040,2491,0,0,1
23041,727,0,0,0
23042,2474,0,1,1
23043,1261,0,0,0
23044,479,0,0,0
23045,1937,1,0,1
23046,2009,1,0,0
23047,1426,0,0,0
23048,2527,0,0,1
23049,2328,0,0,1
23050,1339,6,6,1
23051,1960,0,0,1
23052,2108,0,0,1
23053,1218,0,0,1
23054,559,0,0,1
23055,1575,0,0,1
23056,2125,0,0,0
23057,2942,0,0,1
23058,1553,0,0,0
23059,1869,0,0,1
23060,1257,0,1,1
23061,1527,1,0,0
23062,2523,0,1,1
23063,1446,1,0,1
23064,1367,0,0,1
23065,650,1,0,0
23066,689,0,0,1
23067,926,0,1,0
23068,2179,0,3,1
23069,522,2,2,1
23070,1760,0,0,0
23071,2830,1,0,1
23072,2191,0,0,0
23073,1122,0,0,0
23074,1884,0,0,1
23075,1662,2,0,0
23076,2358,1,0,1
23077,2890,0,0,1
23078,708,0,0,1
23079,2005,0,0,0
23080,1223,2,0,1
23081,1710,0,0,1
23082,859,0,0,1
23083,1395,2,0,1
23084,2050,0,0,1
23085,1139,0,1,0
23086,2564,0,1,1
23087,1840,0,0,1
23088,963,0,0,0
23089,2970,1,0,1
23090,611,1,0,1
23091,477,0,1,0
23092,675,0,0,1
23093,2188,0,0,1
23094,2094,0,0,0
23095,2301,0,0,0
23096,849,0,0,1
23097,983,2,2,0
23098,628,0,2,0
23099,1677,0,0,1
23100,546,0,0,0
23101,2748,0,1,1
23102,562,0,0,0
23103,2619,1,0,0
23104,2714,0,0,1
23105,576,2,2,1
23106,1829,0,0,1
23107,2735,0,0,1
23108,1733,0,0,1
23109,823,0,0,0
23110,2198,0,0,1
23111,2765,1,0,1
23112,1908,0,1,0
23113,1637,0,0,1
23114,832,0,0,0
23115,2175,0,0,0
23116,2075,0,1,1
23117,2016,0,0,1
23118,2167,0,0,1
23119,1704,2,2,1
23120,1376,1,0,1
23121,1543,0,1,0
23122,1325,0,0,0
23123,1383,1,0,0
23124,959,0,1,0
23125,1535,1,0,0
23126,2681,0,1,1
23127,477,1,1,0
23128,1311,1,0,1
23129,872,1,0,1
23130,1983,0,0,1
23131,2536,0,0,1
23132,1971,0,0,1
23133,1773,0,0,1
23134,2411,2,0,1
23135,2078,3,0,1
23136,1271,0,0,0
23137,1874,0,0,1
23138,1328,0,1,1
23139,2765,0,1,1
23140,1153,0,0,1
23141,1583,1,1,1
23142,1294,0,0,1
23143,933,0,1,1
23144,1113,0,0,0
23145,2152,2,0,1
23146,617,0,0,1
23147,2462,1,0,1
23148,1736,0,0,0
23149,2953,0,0,1
23150,2252,1,0,1
23151,571,0,0,0
23152,511,0,0,0
23153,2974,0,0,1
23154,465,0,0,0
23155,2495,1,0,0
23156,760,0,0,1
23157,2729,0,0,1
23158,1246,1,0,1
23159,1754,0,0,0
23160,2698,1,0,1
23161,2651,1,1,1
23162,2219,1,1,1
23163,2893,0,0,1
23164,2073,0,0,0
23165,2546,0,0,1
23166,2204,0,0,0
23167,415,0,1,0
23168,1047,0,0,1
23169,864,0,0,0
23170,2671,0,0,0
23171,1366,1,0,0
23172,1667,0,1,0
23173,2743,0,0,1
23174,2422,1,0,1
23175,1328,1,1,1
23176,2648,0,0,1
23177,2903,0,0,1
23178,2321,0,0,0
23179,2160,0,0,1
23180,2567,2,0,1
23181,2171,0,0,1
23182,1426,0,0,0
23183,2424,0,0,1
23184,1115,1,1,1
23185,1638,0,0,0
23186,1461,2,0,0
23187,790,0,0,0
23188,971,0,0,0
23189,2811,0,0,1
23190,2578,0,0,1
23191,2358,0,0,1
23192,2937,0,1,1
23193,1785,1,0,1
23194,2690,0,0,1
23195,1989,0,1,1
23196,966,1,0,1
23197,2604,0,1,1
23198,2296,0,1,1
23199,765,0,1,0
23200,872,0,0,1
23201,2292,1,1,1
23202,455,1,1,0
23203,1619,0,0,0
23204,1423,1,1,0
23205,525,1,0,0
23206,954,0,0,0
23207,1116,0,0,0
23208,566,0,0,1
23209,2859,0,1,1
23210,2033,0,0,0
23211,665,2,2,0
23212,2659,1,0,1
23213,1173,1,1,0
23214,742,0,0,0
23215,2096,0,0,1
23216,1179,0,0,1
23217,2087,0,0,1
23218,863,0,0,0
23219,412,0,1,0
23220,2846,1,1,1
23221,862,0,0,0
23222,2651,0,0,1
23223,2444,0,1,0
23224,2986,0,0,1
23225,1998,1,0,1
23226,2226,0,0,0
23227,2477,1,0,1
23228,1306,1,0,0
23229,1063,1,1,1
23230,2689,0,1,1
23231,2293,0,0,1
23232,1038,1,0,1
23233,750,0,0,0
23234,1581,0,0,1
23235,410,0,0,0
23236,2303,0,0,1
23237,1682,0,1,1
23238,629,0,0,0
23239,1770,0,1,1
23240,839,0,1,1
23241,1374,1,0,1
23242,2529,0,0,1
23243,2949,0,0,1
23244,2542,0,1,1
23245,846,1,0,1
23246,2434,0,0,1
23247,431,0,0,0
23248,1125,0,0,1
23249,1377,1,0,1
23250,1955,0,0,1
23251,2168,0,1,1
23252,1272,0,0,0
23253,2975,1,1,1
23254,1157,1,1,0
23255,797,1,0,0
23256,1912,0,0,1
23257,1821,0,1,1
23258,2124,1,0,0
23259,420,0,0,0
23260,2327,0,1,1
23261,2929,0,0,1
23262,1921,1,1,1
23263,2849,0,0,1
23264,1839,0,1,0
23265,2160,0,1,0
23266,2371,0,0,0
23267,746,0,0,0
23268,438,1,0,1
23269,2998,0,0,1
23270,1241,0,0,1
23271,2937,0,0,1
23272,2534,0,0,1
23273,1536,0,0,0
23274,2989,1,0,1
23275,1400,0,1,0
23276,2419,0,1,1
23277,1359,0,0,0
23278,1070,0,1,1
23279,1663,0,0,1
23280,901,1,0,0
23281,2751,1,0,1
23282,2012,0,0,1
23283,2347,0,0,0
23284,1066,0,0,0
23285,692,0,0,0
23286,2282,0,0,1
23287,2824,0,0,1
23288,1094,0,0,0
23289,1407,0,0,0
23290,1595,0,0,0
23291,1224,0,0,0
23292,876,0,0,0
23293,2506,0,0,1
23294,2780,1,1,1
23295,735,0,0,0
23296,1899,0,0,0
23297,1701,1,1,1
23298,1211,0,1,0
23299,557,1,1,1
23300,2856,0,0,1
23301,2611,0,0,1
23302,2064,0,0,1
23303,1651,0,0,1
23304,409,1,0,0
23305,2669,0,0,1
23306,421,1,0,0
23307,2537,0,0,1
23308,464,1,0,0
23309,460,0,0,0
23310,1544,0,0,1
23311,1033,2,0,1
23312,1092,0,0,1
23313,1620,1,0,1
23314,2270,2,0,1
23315,2612,0,1,1
23316,944,0,1,1
23317,1147,0,0,0
23318,2863,0,0,0
23319,430,0,0,0
23320,811,2,0,0
23321,2224,0,0,1
23322,736,0,0,1
23323,1394,0,0,0
23324,885,0,0,0
23325,2717,0,0,1
23326,812,0,1,1
23327,1983,0,0,1
23328,2064,0,0,1
23329,2404,1,0,1
23330,2608,0,0,1
23331,1508,0,0,0
23332,451,0,0,0
23333,1288,0,0,1
23334,1612,0,1,1
23335,1204,0,0,0
23336,506,0,0,0
23337,550,1,0,0
23338,781,0,0,0
23339,2730,0,0,1
23340,2701,0,0,1
23341,509,0,0,0
23342,1655,0,0,0
23343,2559,1,1,1
23344,2713,0,0,1
23345,2430,1,0,0
23346,1228,0,0,1
23347,1707,1,1,1
23348,412,0,1,0
23349,2504,2,0,1
23350,1654,0,0,0
23351,605,0,1,0
23352,2531,0,0,1
23353,610,0,1,1
23354,2047,0,0,0
23355,2160,0,0,0
23356,2144,1,0,1
23357,807,0,0,0
23358,723,0,0,1
23359,1406,1,0,1
23360,2294,0,0,1
23361,2297,1,0,0
23362,731,0,0,0
23363,491,0,0,0
23364,485,0,0,0
23365,1311,0,0,0
23366,2024,0,1,1
23367,737,0,0,0
23368,989,0,0,1
23369,1730,0,0,1
23370,1314,0,0,0
23371,2085,0,0,0
23372,1741,0,0,0
23373,2313,0,0,1
23374,1945,0,1,1
23375,602,1,0,0
23376,1500,0,0,1
23377,1829,0,0,0
23378,2032,1,0,0
23379,2220,0,0,1
23380,1377,0,1,0
23381,1543,0,0,0
23382,1773,0,1,1
23383,424,0,0,0
23384,1216,0,0,0
23385,1672,1,0,1
23386,2657,0,0,1
23387,2644,1,0,1
23388,1676,0,0,0
23389,1430,1,1,0
23390,1390,0,0,1
23391,561,0,0,1
23392,1844,0,0,0
23393,596,0,1,1
23394,1470,0,0,0
23395,3000,0,1,1
23396,1976,0,0,0
23397,1077,0,0,1
23398,2936,0,0,1
23399,2508,0,1,1
23400,1608,0,0,1
23401,2304,0,0,1
23402,2951,0,1,1
23403,1767,0,1,0
23404,2143,0,0,1
23405,894,0,1,1
23406,2760,0,0,1
23407,650,0,0,0
23408,823,0,0,0
23409,772,0,0,1
23410,1868,0,0,1
23411,1253,0,0,0
23412,548,0,0,0
23413,1127,0,0,0
23414,2635,0,0,1
23415,2371,0,0,0
23416,2253,0,0,1
23417,1824,0,0,0
23418,2877,0,0,1
23419,2673,0,0,1
23420,2435,0,1,1
23421,2312,0,1,1
23422,1903,0,1,1
23423,2442,1,1,1
23424,1844,0,1,0
23425,1332,0,1,0
23426,2822,0,1,1
23427,1645,0,0,1
23428,1076,0,0,0
23429,1486,1,0,0
23430,836,1,0,0
